ID,Genero,Ocupación,Plan_Internacional,Min_En_Dia,Min_Internacionales,Reclamos,Llamadas_Internacionales,Desafiliado
1969,Masculino,Otros,no,177.1,8,1,6,no
1970,Femenino,Educación,no,133.3,13.5,1,2,no
1971,Masculino,Otros,no,167.8,13,5,3,no
1972,Femenino,Proyectos personales,no,174.6,9,1,4,no
1973,Femenino,Negocios,no,150.3,12.5,2,4,no
1974,Femenino,Proyectos personales,no,283.2,6.3,5,1,no
1975,Masculino,Otros,no,157.8,8.7,5,2,si
1976,Femenino,Educación,no,141.2,7,2,2,no
1977,Femenino,Proyectos personales,no,230.2,10.4,1,2,no
1978,Masculino,Educación,si,237.8,15.6,2,6,si
1979,Masculino,Otros,si,204,13.3,3,3,si
1980,Femenino,Proyectos personales,no,221.1,7.4,1,3,no
1981,Femenino,Otros,no,177.2,12.7,4,2,no
1982,Femenino,Negocios,no,118,5.3,1,5,no
1983,Femenino,Educación,no,163.8,15.7,0,4,no
1984,Femenino,Otros,no,141.3,9.4,3,3,no
1985,Femenino,Otros,no,272.5,16.4,3,5,si
1986,Masculino,Educación,no,118.9,8.2,2,5,no
1987,Masculino,Otros,no,7.9,12.1,0,1,no
1988,Femenino,Negocios,no,159.5,10.2,0,4,no
1989,Masculino,Educación,no,150.2,12.1,1,2,no
1990,Femenino,Educación,no,144.5,12,2,7,no
1991,Femenino,Educación,no,140.7,12.4,2,4,no
1992,Masculino,Negocios,no,169.2,12.6,1,3,no
1993,Masculino,Negocios,no,220.8,7.6,2,3,no
1994,Masculino,Educación,no,216.3,4.5,0,3,no
1995,Masculino,Proyectos personales,no,169.5,10.6,0,7,no
1996,Femenino,Otros,no,256.3,11.7,1,1,no
1997,Masculino,Negocios,no,179.7,7.6,1,3,no
1998,Masculino,Educación,no,266,13.1,3,6,no
1999,Femenino,Negocios,no,96.7,9.7,2,3,no
2000,Femenino,Negocios,no,82.7,10.9,0,9,no
2001,Femenino,Proyectos personales,no,168.2,10.1,3,3,no
2002,Femenino,Otros,no,286.4,10.7,1,14,si
2003,Femenino,Educación,no,174.3,12.9,3,5,no
2004,Masculino,Proyectos personales,si,190.6,13,1,6,no
2005,Masculino,Educación,no,175.5,17.8,4,3,no
2006,Femenino,Educación,no,133.4,11.1,1,7,no
2007,Femenino,Proyectos personales,no,204.6,6.6,3,2,no
2008,Femenino,Educación,no,242.2,6.2,3,6,no
2009,Femenino,Educación,no,253.1,11.9,3,4,no
2010,Femenino,Negocios,no,130,8.3,0,4,no
2011,Masculino,Otros,no,105.9,12.7,0,7,no
2012,Femenino,Proyectos personales,no,194.2,9.3,3,7,no
2013,Masculino,Negocios,no,183.8,6.1,1,2,no
2014,Femenino,Proyectos personales,no,196.5,10.8,2,2,no
2015,Femenino,Educación,no,184.5,13.7,3,3,no
2016,Masculino,Negocios,no,261.9,13.8,0,4,no
2017,Femenino,Proyectos personales,no,202.4,9.2,3,5,no
2018,Femenino,Negocios,no,167.4,9.5,3,4,no
2019,Femenino,Educación,no,167.7,7.5,1,11,no
2020,Masculino,Educación,no,191.7,11.1,1,4,no
2021,Femenino,Educación,no,240.2,5.2,2,1,no
2022,Femenino,Educación,no,189.1,11.1,1,4,no
2023,Femenino,Educación,no,127.7,10.6,1,7,no
2024,Femenino,Proyectos personales,no,205.2,13.4,1,3,no
2025,Femenino,Negocios,no,153.6,12.6,2,3,no
2026,Masculino,Negocios,no,154.5,13.4,2,3,no
2027,Femenino,Proyectos personales,no,153.7,14.1,1,6,no
2028,Masculino,Negocios,si,171.2,10.8,1,3,no
2029,Femenino,Educación,no,328.1,8.7,1,3,si
2030,Masculino,Otros,si,145.9,14.4,0,10,si
2031,Femenino,Otros,no,201.2,11.8,1,1,no
2032,Masculino,Negocios,no,139.1,11.4,5,9,no
2033,Femenino,Educación,no,118.9,13.2,2,10,no
2034,Femenino,Otros,no,217.6,10.4,2,4,si
2035,Masculino,Proyectos personales,no,145,14.6,1,2,no
2036,Femenino,Otros,no,203.5,8.7,3,3,no
2037,Femenino,Educación,no,240.1,8,3,6,no
2038,Femenino,Educación,no,83.8,6.7,1,8,no
2039,Masculino,Negocios,no,269.8,10.1,1,8,si
2040,Femenino,Educación,no,126.3,10.6,1,2,no
2041,Femenino,Negocios,no,88.1,9.7,2,1,no
2042,Femenino,Otros,no,218.5,9.9,2,4,no
2043,Masculino,Negocios,no,236.8,11.2,1,8,no
2044,Masculino,Proyectos personales,no,124.1,6.4,3,5,no
2045,Femenino,Otros,si,184.2,10,0,10,no
2046,Masculino,Educación,no,222.7,13.6,4,4,no
2047,Femenino,Otros,no,149.2,11.1,1,5,no
2048,Femenino,Educación,no,206.5,12.2,3,4,no
2049,Masculino,Educación,no,159.7,9.6,3,9,no
2050,Femenino,Otros,no,204.7,7,2,2,no
2051,Femenino,Proyectos personales,no,213.2,7.5,1,4,no
2052,Femenino,Proyectos personales,si,269.6,8.2,1,6,no
2053,Masculino,Educación,no,116.7,9.7,2,6,no
2054,Femenino,Negocios,no,263.4,13,0,4,no
2055,Masculino,Proyectos personales,no,140.2,7.1,1,2,no
2056,Femenino,Educación,no,197.7,13.5,1,3,no
2057,Femenino,Educación,no,136.2,13.3,3,7,no
2058,Femenino,Proyectos personales,no,88.5,11.5,2,3,no
2059,Masculino,Proyectos personales,no,215.3,12.1,0,9,no
2060,Femenino,Proyectos personales,no,269.2,8.9,3,2,si
2061,Femenino,Otros,no,203.8,7.3,0,5,no
2062,Masculino,Educación,no,268.4,10.3,0,3,no
2063,Masculino,Proyectos personales,no,159.1,10.3,1,4,no
2064,Masculino,Proyectos personales,no,114.4,10.1,2,5,no
2065,Femenino,Proyectos personales,no,138.9,9.2,2,3,no
2066,Femenino,Otros,no,186,12.2,1,6,no
2067,Masculino,Otros,no,170.4,15.1,0,5,no
2068,Femenino,Negocios,no,164.5,9.9,4,3,no
2069,Femenino,Negocios,no,168.6,12.3,1,4,no
2070,Masculino,Proyectos personales,no,261.2,9.8,0,2,si
2071,Masculino,Proyectos personales,no,190.5,13.1,1,5,no
2072,Femenino,Proyectos personales,no,181.1,4.2,2,9,no
2073,Masculino,Otros,no,177.1,6.5,3,6,no
2074,Masculino,Otros,no,160.5,11.3,1,4,no
2075,Masculino,Educación,no,134.7,6.6,2,5,no
2076,Femenino,Educación,no,198.2,8.8,2,1,no
2077,Masculino,Proyectos personales,si,228.9,10.1,4,2,si
2078,Masculino,Proyectos personales,no,241.7,13.1,0,3,no
2079,Masculino,Proyectos personales,no,131.1,4.3,1,4,no
2080,Femenino,Negocios,no,234.1,13.1,2,9,no
2081,Femenino,Educación,no,200.1,11.9,0,5,no
2082,Femenino,Negocios,no,154,10.1,1,7,no
2083,Masculino,Educación,no,224.2,9.8,0,4,no
2084,Masculino,Proyectos personales,no,148.3,8.3,3,6,no
2085,Femenino,Negocios,no,174.6,8.8,2,5,no
2086,Masculino,Educación,no,138.5,11.1,1,7,no
2087,Femenino,Negocios,no,109,12.6,1,2,no
2088,Femenino,Otros,no,162.3,11.1,4,8,no
2089,Masculino,Otros,no,210.8,16.4,2,3,no
2090,Femenino,Educación,no,142.4,11.1,1,7,no
2091,Femenino,Proyectos personales,no,223.5,10.6,2,5,no
2092,Femenino,Otros,no,182.5,7.5,2,2,no
2093,Masculino,Otros,no,219.6,10.8,2,4,no
2094,Femenino,Negocios,no,193.6,12.9,0,3,no
2095,Femenino,Negocios,no,192.4,11,0,6,no
2096,Masculino,Negocios,no,236.2,13.3,0,4,no
2097,Femenino,Proyectos personales,no,233.2,16.1,0,4,no
2098,Femenino,Negocios,no,158.8,9.8,2,4,no
2099,Femenino,Proyectos personales,no,126.1,9.8,1,4,no
2100,Femenino,Negocios,no,290.4,10.1,3,5,si
2101,Masculino,Educación,no,60.6,13.3,0,7,no
2102,Femenino,Otros,no,148.4,6.9,0,6,no
2103,Masculino,Otros,no,246.5,12.7,2,3,no
2104,Masculino,Proyectos personales,no,298.1,9.7,2,4,si
2105,Masculino,Proyectos personales,no,119.3,10.9,2,4,no
2106,Femenino,Otros,no,242.5,9.6,0,7,no
2107,Femenino,Negocios,si,222.1,13.6,0,2,si
2108,Masculino,Educación,no,236.2,10.1,2,6,si
2109,Masculino,Otros,no,144.2,9.5,0,4,no
2110,Femenino,Proyectos personales,no,154.6,12.6,3,1,no
2111,Masculino,Proyectos personales,no,137.4,10.2,2,6,no
2112,Femenino,Educación,no,103.7,14.4,0,1,no
2113,Masculino,Educación,no,136.6,12.2,4,2,si
2114,Masculino,Negocios,no,289.8,11.7,2,4,si
2115,Masculino,Otros,no,260.9,13.3,3,5,no
2116,Masculino,Negocios,si,196.2,15.2,0,1,si
2117,Masculino,Otros,no,195.6,14.2,1,4,no
2118,Femenino,Educación,no,222.2,11.9,4,7,no
2119,Femenino,Otros,si,172.9,9.8,0,1,si
2120,Masculino,Proyectos personales,no,249.8,11.6,0,4,si
2121,Femenino,Negocios,no,154.5,13.7,1,3,no
2122,Masculino,Educación,no,90.4,12.7,1,2,no
2123,Femenino,Otros,no,268.8,16.4,0,3,no
2124,Masculino,Educación,no,106.1,8.1,1,3,no
2125,Femenino,Proyectos personales,no,27,10.7,3,3,no
2126,Femenino,Educación,no,140.1,3.8,1,10,no
2127,Masculino,Negocios,no,245,9.7,1,6,no
2128,Masculino,Negocios,no,196.7,11.2,3,5,no
2129,Masculino,Negocios,no,131.2,10.2,2,6,no
2130,Masculino,Negocios,no,149.6,7.4,2,4,no
2131,Masculino,Otros,no,239.8,10.9,1,10,no
2132,Masculino,Proyectos personales,no,142.1,11,1,4,no
2133,Femenino,Educación,no,115.4,6,3,3,no
2134,Masculino,Otros,no,193,10.3,2,8,no
2135,Masculino,Proyectos personales,no,206.1,13,1,1,no
2136,Masculino,Educación,no,160.3,11.2,0,2,no
2137,Femenino,Proyectos personales,no,199.9,11.3,1,7,no
2138,Femenino,Otros,no,213.1,8.9,0,3,no
2139,Femenino,Otros,no,178.3,10.9,3,1,no
2140,Femenino,Otros,si,252.3,12,3,5,si
2141,Masculino,Otros,no,197.7,13.2,4,5,no
2142,Femenino,Educación,no,111.1,6.6,2,3,no
2143,Masculino,Proyectos personales,no,96.5,12.5,1,3,si
2144,Femenino,Proyectos personales,no,156.9,11.3,3,5,no
2145,Masculino,Negocios,no,123.3,12.7,1,2,no
2146,Femenino,Educación,no,193.7,10.8,1,5,no
2147,Femenino,Educación,si,206.9,10.9,0,4,no
2148,Femenino,Educación,no,249.8,12.7,3,4,si
2149,Femenino,Proyectos personales,no,144,10,1,7,no
2150,Femenino,Proyectos personales,no,299.5,11.6,0,5,no
2151,Femenino,Educación,no,226,12.6,2,4,si
2152,Femenino,Educación,no,137.6,9.6,2,6,no
2153,Masculino,Educación,si,211.7,11.1,1,3,no
2154,Femenino,Proyectos personales,no,89.7,9.5,2,4,no
2155,Masculino,Educación,si,197.6,12.5,2,8,no
2156,Femenino,Educación,no,270,12,2,5,si
2157,Femenino,Proyectos personales,no,224.7,11.3,3,11,no
2158,Femenino,Negocios,no,194.3,10.2,2,2,no
2159,Masculino,Proyectos personales,si,47.7,13.2,0,3,si
2160,Femenino,Educación,no,190.1,13,1,2,no
2161,Masculino,Proyectos personales,si,89.5,7.9,1,1,si
2162,Femenino,Proyectos personales,no,182.6,12.1,0,5,no
2163,Femenino,Educación,no,205.5,6.9,1,4,no
2164,Masculino,Otros,no,231.5,7.4,1,10,no
2165,Masculino,Negocios,si,251.3,9.9,3,1,si
2166,Femenino,Negocios,no,171.2,13,2,3,no
2167,Femenino,Educación,no,197.9,11.2,2,2,no
2168,Femenino,Negocios,no,134.8,6.7,1,8,no
2169,Femenino,Proyectos personales,no,191.4,10.3,1,3,no
2170,Masculino,Otros,no,174.5,10.6,0,2,no
2171,Femenino,Otros,no,177.4,10.9,0,4,no
2172,Femenino,Negocios,no,182.1,6.8,1,1,no
2173,Femenino,Negocios,no,222.4,11.2,0,4,no
2174,Femenino,Negocios,si,47.8,13.3,0,7,si
2175,Masculino,Educación,no,121.8,10.3,1,5,no
2176,Masculino,Negocios,no,143.5,8.8,3,5,no
2177,Femenino,Negocios,no,164.9,7.8,2,4,no
2178,Femenino,Educación,no,193.6,13.1,2,1,no
2179,Femenino,Otros,no,101.1,7.3,0,5,no
2180,Masculino,Proyectos personales,no,92.3,11.6,2,3,no
2181,Femenino,Negocios,no,168.9,2.9,2,7,no
2182,Femenino,Educación,no,219.2,15,1,5,no
2183,Femenino,Otros,no,178.1,13,0,4,no
2184,Masculino,Otros,no,146.5,14,3,6,no
2185,Femenino,Educación,no,172.3,11.8,1,5,no
2186,Femenino,Proyectos personales,no,190.9,13,1,3,no
2187,Femenino,Otros,no,232.1,10.9,3,2,si
2188,Femenino,Proyectos personales,no,169.2,12.4,4,4,si
2189,Masculino,Negocios,no,123.8,7.3,2,4,no
2190,Femenino,Proyectos personales,no,96,9.7,3,4,no
2191,Femenino,Otros,no,93.4,10.9,1,1,no
2192,Masculino,Negocios,no,90.6,5.4,1,9,no
2193,Femenino,Proyectos personales,no,152.9,5.3,2,6,no
2194,Femenino,Educación,no,257.9,9.4,2,2,no
2195,Masculino,Otros,si,85.2,9,2,3,no
2196,Femenino,Proyectos personales,no,160,6.1,1,10,no
2197,Masculino,Otros,no,182.9,11.5,0,4,no
2198,Femenino,Proyectos personales,no,216.2,3.1,2,1,no
2199,Masculino,Educación,no,261.7,3.3,0,5,no
2200,Femenino,Proyectos personales,no,241.2,8.5,2,4,no
2201,Masculino,Educación,no,177.2,8.4,1,6,no
2202,Masculino,Negocios,no,89.5,14,2,3,no
2203,Femenino,Educación,si,200.3,10.4,1,3,no
2204,Femenino,Otros,si,145,11,4,2,si
2205,Femenino,Educación,no,159.5,6.8,2,3,no
2206,Femenino,Proyectos personales,no,151.8,11.2,3,8,no
2207,Masculino,Educación,no,176.2,10.6,1,4,no
2208,Femenino,Negocios,no,152.1,9.8,0,5,no
2209,Femenino,Educación,no,161.3,9.6,1,3,no
2210,Femenino,Educación,si,171.7,6.8,3,3,no
2211,Femenino,Proyectos personales,no,278.9,11.7,0,7,si
2212,Masculino,Otros,no,213,11.1,4,3,no
2213,Femenino,Proyectos personales,no,242.9,4.8,1,12,no
2214,Femenino,Otros,no,217.2,12.4,0,2,si
2215,Femenino,Negocios,no,175.9,13,1,7,no
2216,Femenino,Negocios,no,303.2,11.5,0,3,si
2217,Masculino,Negocios,no,238.9,11.8,2,3,no
2218,Masculino,Educación,no,189.6,11.4,2,5,no
2219,Femenino,Educación,no,133.3,11.3,5,5,si
2220,Masculino,Educación,no,92.7,9.9,3,4,no
2221,Femenino,Otros,no,177.2,8.6,3,7,no
2222,Femenino,Negocios,no,184.5,10.2,2,6,no
2223,Femenino,Otros,no,176.1,12.1,0,9,no
2224,Femenino,Proyectos personales,no,204.7,11,6,4,no
2225,Masculino,Proyectos personales,no,143.6,15.5,2,5,no
2226,Masculino,Negocios,no,179.3,12.1,1,5,no
2227,Masculino,Otros,no,137.3,10.5,1,2,no
2228,Femenino,Proyectos personales,no,237.8,10.2,2,6,no
2229,Masculino,Otros,no,203.7,7.6,2,5,no
2230,Masculino,Educación,no,191.3,17.6,2,5,no
2231,Femenino,Otros,si,209.1,7.8,2,3,no
2232,Femenino,Educación,no,88.8,7.1,3,9,no
2233,Masculino,Educación,no,97.2,12.4,0,5,no
2234,Femenino,Educación,no,137.9,11,1,5,no
2235,Femenino,Negocios,no,224.3,10,2,1,no
2236,Masculino,Otros,no,207.6,9.7,1,3,no
2237,Masculino,Otros,no,268.1,14.4,2,6,no
2238,Masculino,Negocios,no,166.7,6.8,4,7,si
2239,Masculino,Proyectos personales,no,267.1,17.3,1,4,si
2240,Masculino,Educación,no,181.8,9.3,2,3,no
2241,Masculino,Negocios,no,147.1,13.7,0,7,no
2242,Masculino,Educación,no,37.7,4.9,1,3,no
2243,Femenino,Educación,no,185,11.4,2,3,no
2244,Femenino,Educación,no,156.4,8.6,2,4,no
2245,Masculino,Otros,no,239.3,10.9,1,3,no
2246,Masculino,Educación,no,215.5,8.8,2,5,no
2247,Femenino,Educación,no,134.9,11.3,1,6,no
2248,Femenino,Proyectos personales,no,194.8,12.8,0,3,no
2249,Femenino,Negocios,no,239.1,13.3,5,3,no
2250,Masculino,Educación,no,92.6,14.4,3,4,no
2251,Masculino,Educación,no,209.4,7.2,1,4,no
2252,Femenino,Proyectos personales,no,197.6,6.4,1,6,no
2253,Masculino,Negocios,no,17.6,10.6,1,6,no
2254,Masculino,Otros,si,62.9,8.9,1,8,no
2255,Femenino,Negocios,no,202.3,6.7,1,3,no
2256,Femenino,Proyectos personales,no,136.1,11.3,0,4,no
2257,Femenino,Negocios,no,207,2.6,1,6,no
2258,Masculino,Educación,no,207.9,13.5,1,3,no
2259,Femenino,Negocios,si,276.5,7.2,1,3,si
2260,Masculino,Negocios,no,313.8,10.1,3,7,no
2261,Masculino,Otros,si,288.5,13,1,5,no
2262,Femenino,Proyectos personales,no,210.9,9.4,4,5,no
2263,Masculino,Otros,no,64.9,14.6,1,1,no
2264,Femenino,Educación,no,243.5,9,1,9,no
2265,Femenino,Proyectos personales,no,197,8.7,3,3,no
2266,Masculino,Educación,no,278,8.7,0,4,no
2267,Masculino,Proyectos personales,no,219.9,10,1,4,no
2268,Femenino,Proyectos personales,no,313.2,12.8,2,4,si
2269,Femenino,Proyectos personales,no,145.7,11.3,0,7,no
2270,Femenino,Negocios,no,75.8,8.2,0,13,no
2271,Masculino,Educación,no,195.9,12.2,3,4,no
2272,Femenino,Proyectos personales,no,132,8.7,1,10,no
2273,Femenino,Proyectos personales,no,124,11.7,2,2,no
2274,Masculino,Educación,no,171.9,7.6,2,3,no
2275,Masculino,Proyectos personales,no,249.4,9.9,4,2,no
2276,Femenino,Proyectos personales,si,228.4,7.7,0,7,no
2277,Femenino,Proyectos personales,no,168.6,5.9,3,2,no
2278,Femenino,Proyectos personales,no,123.7,13.3,0,4,no
2279,Masculino,Otros,no,178.7,8.4,1,4,no
2280,Masculino,Negocios,no,113.2,9.5,1,5,no
2281,Masculino,Proyectos personales,no,142.4,13.4,2,6,no
2282,Masculino,Otros,no,204.2,8.3,0,4,no
2283,Masculino,Educación,no,149.7,12.6,3,4,no
2284,Masculino,Educación,no,227.1,4.7,5,4,si
2285,Masculino,Educación,no,155.3,12.6,2,5,no
2286,Femenino,Negocios,no,156.4,11.8,1,3,no
2287,Masculino,Educación,no,148.7,10.4,0,7,no
2288,Femenino,Negocios,no,271.7,6.6,3,4,no
2289,Femenino,Otros,no,193.7,8.8,0,4,no
2290,Femenino,Negocios,si,245.5,10.8,1,7,no
2291,Masculino,Otros,no,245.3,10.7,3,2,si
2292,Masculino,Educación,no,196.1,11.9,0,1,no
2293,Masculino,Otros,no,134.1,10.5,2,2,no
2294,Femenino,Otros,si,225,9.1,1,3,no
2295,Femenino,Otros,no,189.7,7.4,0,4,no
2296,Femenino,Otros,no,142.9,6.6,0,4,no
2297,Femenino,Otros,no,175.6,10.2,1,6,no
2298,Masculino,Educación,no,92.4,12.9,2,4,no
2299,Masculino,Educación,no,92.8,8.8,1,5,no
2300,Masculino,Negocios,no,221.7,8,0,4,no
2301,Masculino,Proyectos personales,no,159.6,8.8,0,3,no
2302,Masculino,Negocios,no,144.5,17,2,6,no
2303,Femenino,Educación,no,159.1,11.5,2,6,no
2304,Femenino,Otros,no,49.9,10.1,2,4,no
2305,Masculino,Proyectos personales,no,116.9,11,0,9,no
2306,Femenino,Otros,no,150,11.1,3,3,no
2307,Masculino,Otros,no,254.4,6,1,5,no
2308,Femenino,Otros,no,270.7,10.9,3,3,no
2309,Masculino,Negocios,no,207,12.1,1,3,no
2310,Masculino,Otros,si,145.3,8.9,0,4,no
2311,Femenino,Educación,no,230.7,13.5,3,2,no
2312,Femenino,Proyectos personales,no,151.5,10.8,1,2,no
2313,Masculino,Educación,no,146.1,9.2,0,3,no
2314,Femenino,Otros,no,256,11.5,3,4,no
2315,Femenino,Proyectos personales,no,200.2,11.6,3,4,no
2316,Femenino,Educación,no,150.7,7,2,4,no
2317,Femenino,Negocios,si,186,12.9,1,4,no
2318,Femenino,Otros,no,212.9,6.3,3,3,no
2319,Masculino,Negocios,no,194.8,11.5,0,7,no
2320,Masculino,Proyectos personales,no,272.5,8.7,3,6,no
2321,Masculino,Otros,no,135.1,11.7,1,4,no
2322,Femenino,Negocios,no,154.6,15.5,1,2,no
2323,Femenino,Educación,no,230.5,10.6,5,6,no
2324,Masculino,Educación,no,165.4,8.2,1,1,no
2325,Masculino,Proyectos personales,no,143.3,7.8,4,2,si
2326,Masculino,Proyectos personales,no,271.1,9.8,2,5,si
2327,Masculino,Otros,no,253.5,14,0,2,no
2328,Femenino,Negocios,no,167.1,9.4,6,1,si
2329,Masculino,Proyectos personales,no,168.3,8.4,1,6,no
2330,Masculino,Otros,no,104.7,8.9,1,2,no
2331,Masculino,Negocios,no,135.4,10.6,1,2,no
2332,Femenino,Proyectos personales,no,191.4,7.2,1,2,no
2333,Masculino,Educación,no,158.7,10.5,1,4,no
2334,Femenino,Educación,no,144.8,8.2,2,4,no
2335,Femenino,Otros,no,98.8,10,3,4,no
2336,Femenino,Educación,si,157.8,10,3,2,si
2337,Femenino,Proyectos personales,no,163,11.6,1,5,no
2338,Masculino,Negocios,no,181.6,8.3,4,6,no
2339,Femenino,Negocios,no,129,11.2,2,3,no
2340,Masculino,Otros,no,86,8.9,1,4,no
2341,Masculino,Proyectos personales,no,193.9,12.6,0,7,no
2342,Masculino,Educación,no,109.4,7.1,0,7,no
2343,Femenino,Proyectos personales,no,188.9,10.2,2,2,no
2344,Femenino,Proyectos personales,si,179.9,13.8,1,2,si
2345,Masculino,Negocios,no,183.4,8.2,1,8,no
2346,Femenino,Negocios,no,288.1,0,0,0,no
2347,Masculino,Otros,no,169.2,4.6,2,4,no
2348,Femenino,Proyectos personales,si,195.5,13.5,1,9,si
2349,Masculino,Negocios,no,264.4,11.3,2,3,no
2350,Femenino,Negocios,no,207.7,9.6,0,5,no
2351,Femenino,Otros,no,169.5,8.7,0,4,no
2352,Masculino,Otros,no,141.5,3.4,2,4,no
2353,Masculino,Otros,no,154.8,12.8,0,4,no
2354,Masculino,Otros,si,133.5,11.7,1,4,no
2355,Masculino,Negocios,no,273.2,13.1,2,7,si
2356,Masculino,Educación,no,224.6,12.5,2,8,no
2357,Masculino,Negocios,no,273.8,5.8,2,3,si
2358,Femenino,Educación,no,159.5,10.1,1,2,si
2359,Masculino,Negocios,no,104,14.6,0,8,no
2360,Masculino,Negocios,no,115.4,13.1,1,4,no
2361,Masculino,Otros,no,222.1,9.4,2,3,no
2362,Masculino,Educación,no,116.4,10.5,3,3,no
2363,Femenino,Negocios,no,217.7,0,3,0,no
2364,Femenino,Otros,no,129.4,13.3,0,3,no
2365,Femenino,Otros,no,161.8,13.7,0,4,no
2366,Masculino,Proyectos personales,no,198.8,11.5,1,5,no
2367,Femenino,Negocios,no,147.8,14,1,5,no
2368,Masculino,Educación,no,262.3,6.6,3,5,no
2369,Masculino,Negocios,no,246.4,7.6,1,7,no
2370,Femenino,Otros,no,174.3,9,4,6,si
2371,Masculino,Educación,no,183.4,9.9,4,4,no
2372,Femenino,Otros,no,191.9,18.2,1,3,no
2373,Masculino,Otros,no,187.8,10.1,2,3,no
2374,Femenino,Proyectos personales,no,259.7,10.2,0,2,no
2375,Masculino,Proyectos personales,si,180.4,8.4,0,5,no
2376,Masculino,Proyectos personales,no,51.8,10.4,2,4,no
2377,Femenino,Educación,no,303.9,5.8,1,3,si
2378,Masculino,Proyectos personales,no,123.7,8.8,1,4,si
2379,Masculino,Proyectos personales,no,206.2,12.6,3,7,no
2380,Masculino,Otros,no,164.3,11.8,2,1,no
2381,Femenino,Proyectos personales,no,228.6,10.1,9,2,si
2382,Masculino,Proyectos personales,no,200.4,7.6,1,5,no
2383,Femenino,Negocios,no,154.3,10.9,0,8,no
2384,Femenino,Proyectos personales,no,122.9,9.6,2,2,no
2385,Femenino,Educación,si,220.8,6.4,0,3,no
2386,Femenino,Proyectos personales,no,214.6,13.9,0,2,no
2387,Masculino,Otros,si,202,7.4,2,2,si
2388,Femenino,Otros,no,209.5,9.1,6,6,si
2389,Masculino,Proyectos personales,no,297.9,8.9,1,5,si
2390,Femenino,Proyectos personales,no,212.8,10.6,0,4,si
2391,Masculino,Educación,no,145.6,12.2,0,5,no
2392,Femenino,Educación,no,152.9,10.8,2,6,no
2393,Masculino,Negocios,no,125.4,11,1,7,no
2394,Femenino,Educación,no,138.3,8.3,0,8,no
2395,Masculino,Proyectos personales,no,189.3,11.2,3,5,no
2396,Masculino,Otros,no,199.3,14.3,4,2,no
2397,Femenino,Educación,si,247.5,10.6,2,3,no
2398,Femenino,Educación,no,294.9,13.2,1,5,si
2399,Masculino,Negocios,no,175.4,11.5,1,3,no
2400,Masculino,Otros,no,179.4,11.2,1,5,no
2401,Masculino,Educación,si,126.8,8.4,0,4,no
2402,Masculino,Educación,si,239.7,11.4,1,1,si
2403,Femenino,Otros,no,143,15.3,5,4,si
2404,Masculino,Educación,no,91.9,13,2,7,no
2405,Masculino,Proyectos personales,no,210.4,15.5,1,4,no
2406,Masculino,Negocios,no,201.3,6.4,1,6,si
2407,Femenino,Otros,no,145.6,9.2,2,4,no
2408,Masculino,Educación,si,203.5,13.4,1,6,si
2409,Masculino,Negocios,no,232.4,10.5,1,2,no
2410,Femenino,Educación,no,86.5,8.7,2,2,no
2411,Femenino,Negocios,no,109.9,10.9,0,6,no
2412,Femenino,Proyectos personales,no,156,9.3,1,5,no
2413,Masculino,Proyectos personales,no,326.3,7.5,1,1,si
2414,Femenino,Otros,no,195,14.8,0,9,no
2415,Femenino,Educación,si,110,6.4,0,7,no
2416,Femenino,Otros,no,147.1,9,5,3,si
2417,Femenino,Otros,no,156,11.9,2,5,no
2418,Masculino,Proyectos personales,no,98.2,9.3,2,4,no
2419,Femenino,Otros,no,210.6,11,0,5,no
2420,Masculino,Negocios,no,239.9,8.9,2,4,si
2421,Masculino,Educación,si,159.9,11.6,2,2,si
2422,Femenino,Negocios,no,197.8,10.9,4,3,si
2423,Masculino,Negocios,no,115.4,15.2,2,6,no
2424,Masculino,Proyectos personales,no,123.8,3.7,0,2,no
2425,Masculino,Educación,no,117.6,6.4,1,3,no
2426,Femenino,Negocios,no,105.3,8.6,2,6,no
2427,Femenino,Otros,no,111.7,13.1,1,6,no
2428,Femenino,Negocios,no,159.3,9.5,2,3,no
2429,Masculino,Otros,no,81.7,11.3,6,3,si
2430,Masculino,Negocios,no,238,10,2,5,no
2431,Femenino,Otros,no,128.1,15.6,0,3,no
2432,Femenino,Educación,no,171.2,10.2,1,4,no
2433,Masculino,Educación,no,109,13.3,4,3,si
2434,Femenino,Otros,no,220,12.1,2,3,no
2435,Masculino,Educación,no,55.6,11.3,0,4,no
2436,Femenino,Otros,no,286.6,10.3,1,6,no
2437,Masculino,Educación,no,207.6,13.3,1,2,no
2438,Masculino,Proyectos personales,no,109.6,8.3,4,4,si
2439,Femenino,Proyectos personales,no,197.2,11,2,5,no
2440,Masculino,Proyectos personales,no,175.7,14.6,1,4,no
2441,Femenino,Proyectos personales,no,205.2,7,0,6,no
2442,Masculino,Otros,no,193.1,12.1,1,4,no
2443,Masculino,Educación,no,232.6,4.7,3,3,no
2444,Masculino,Otros,no,102.7,11,0,5,no
2445,Masculino,Proyectos personales,no,263.1,9.7,5,4,no
2446,Femenino,Otros,no,197,11.6,1,5,no
2447,Femenino,Otros,no,169.3,11.6,2,6,no
2448,Femenino,Proyectos personales,no,201.5,12.9,1,4,no
2449,Masculino,Otros,no,251,13.8,3,3,no
2450,Femenino,Proyectos personales,no,230.4,7.6,3,6,no
2451,Femenino,Educación,no,109.8,11.9,1,6,no
